timestamp_us,ch0,ch1,ch2,ch3,ch4,ch5,time_s
40523024,2036,21,6,8,7,8,0.576
40524024,2005,22,7,8,7,8,0.577
40525024,2003,24,6,8,6,8,0.578
40526024,2000,23,7,8,8,7,0.579
40527024,2014,25,7,8,7,10,0.58
40528024,1968,22,8,7,9,7,0.581
40529024,1956,23,7,8,6,10,0.582
40530024,1970,25,6,8,7,8,0.583
40531024,2010,25,6,7,9,4,0.584
40532024,2029,23,5,5,5,6,0.585
40533024,2047,24,5,3,6,7,0.586
40534024,2042,22,6,6,3,3,0.587
40535024,2044,20,4,4,3,5,0.588
40536024,2064,23,6,6,6,4,0.589
40537024,2094,25,4,3,5,0,0.59
40538024,2180,24,6,7,4,3,0.591
40539024,2204,22,6,6,5,4,0.592
40540024,2163,23,6,6,6,6,0.593
40541024,2106,19,4,3,6,7,0.594
40542024,2082,22,6,7,5,4,0.595
40543024,2038,22,7,8,4,7,0.596
40544024,2023,23,6,8,6,9,0.597
40545024,2001,21,6,7,9,7,0.598
40546024,2015,25,7,7,7,9,0.599
40547024,1995,23,7,7,7,9,0.6
40548024,1952,19,6,7,6,8,0.601
40549024,1952,21,6,8,6,7,0.602
40550024,1962,24,6,6,9,5,0.603
40551024,2011,24,6,6,6,7,0.604
40552024,2041,24,5,3,7,5,0.605
40553024,2048,22,6,7,6,6,0.606
40554024,2052,22,5,4,1,2,0.607
40555024,2054,23,5,5,4,4,0.608
40556024,2056,21,4,4,5,4,0.609
40557024,2097,23,6,6,7,6,0.61
40558024,2184,25,5,5,3,4,0.611
40559024,2215,25,6,6,5,3,0.612
40560024,2167,22,6,6,6,6,0.613
40561024,2104,19,6,6,6,5,0.614
40562024,2061,23,6,7,5,4,0.615
40563024,2041,20,5,6,7,7,0.616
40564024,2007,23,7,7,7,8,0.617
40565024,1992,23,7,6,7,8,0.618
40566024,2010,24,7,7,8,7,0.619
40567024,2008,23,8,6,8,8,0.62
40568024,1964,21,6,9,4,7,0.621
40569024,1945,23,8,7,9,8,0.622
40570024,1971,24,7,7,8,7,0.623
40571024,2013,23,7,7,6,8,0.624
40572024,2038,24,4,5,4,5,0.625
40573024,2035,22,6,7,7,7,0.626
40574024,2055,22,4,4,2,5,0.627
40575024,2057,22,4,4,4,3,0.628
40576024,2041,20,4,5,5,3,0.629
40577024,2105,23,5,4,5,4,0.63
40578024,2173,25,4,6,7,4,0.631
40579024,2196,24,6,6,5,3,0.632
40580024,2168,22,6,6,5,5,0.633
40581024,2089,20,5,5,4,6,0.634
40582024,2070,22,7,7,7,7,0.635
40583024,2051,22,7,7,7,7,0.636
40584024,2022,22,6,7,7,8,0.637
40585024,2001,22,7,7,7,8,0.638
40586024,1999,24,6,7,8,6,0.639
40587024,1996,23,7,7,8,8,0.64
40588024,1966,23,7,7,7,10,0.641
40589024,1945,22,7,8,6,8,0.642
40590024,1965,24,6,7,8,5,0.643
40591024,2017,25,6,7,7,8,0.644
